path,pred,max_softmax,entropy,energy,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,predicted_class
test_external/Eucalipto blanco/Fri Oct 04 16-24-20.jpg,1,0.8782755136489868,0.6057177782058716,-3.4891698360443115,0.01617281138896942,0.8782755136489868,0.01800686866044998,0.012424367479979992,0.02178947627544403,0.01700698956847191,0.016825275495648384,0.019498609006404877,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-26-34.jpg,1,0.8810436725616455,0.5919283628463745,-3.374695062637329,0.016649117693305016,0.8810436725616455,0.017662419006228447,0.01209777221083641,0.024871544912457466,0.021477285772562027,0.01060351263731718,0.015594643540680408,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-26-47.jpg,1,0.8365646600723267,0.7546882629394531,-3.1764984130859375,0.014478477649390697,0.8365646600723267,0.021523548290133476,0.012714974582195282,0.0229340847581625,0.03585207834839821,0.027887560427188873,0.028044598177075386,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-27-05.jpg,1,0.8955575823783875,0.5285807847976685,-3.614215135574341,0.011467723175883293,0.8955575823783875,0.016931653022766113,0.009680395945906639,0.029857782647013664,0.009391727857291698,0.01051310170441866,0.01660011149942875,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-27-25.jpg,1,0.883220911026001,0.5827316045761108,-3.3273048400878906,0.010054190643131733,0.883220911026001,0.020024454221129417,0.013011088594794273,0.021067583933472633,0.01596488617360592,0.012366864830255508,0.024290116503834724,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-27-29.jpg,1,0.8994585871696472,0.5203742384910583,-3.7641654014587402,0.012918093241751194,0.8994585871696472,0.014215487986803055,0.012296474538743496,0.014527750201523304,0.015040228143334389,0.011523300781846046,0.020020151510834694,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-27-38.jpg,1,0.8678773045539856,0.6427793502807617,-3.278423547744751,0.018340593203902245,0.8678773045539856,0.022252986207604408,0.011652299202978611,0.027318233624100685,0.01883981004357338,0.012885329313576221,0.020833415910601616,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-27-48.jpg,1,0.8376579284667969,0.7535474300384521,-3.118551731109619,0.022127490490674973,0.8376579284667969,0.02659977413713932,0.01688309758901596,0.02766614407300949,0.029314160346984863,0.012219960801303387,0.02753138355910778,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-28-34.jpg,1,0.8597517609596252,0.6680045127868652,-3.442127227783203,0.011520680040121078,0.8597517609596252,0.02201237343251705,0.018590660765767097,0.02937960810959339,0.03266049921512604,0.012739782221615314,0.0133446604013443,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-28-41.jpg,1,0.9103386998176575,0.47483283281326294,-3.7208917140960693,0.009579423815011978,0.9103386998176575,0.013568651862442493,0.012240312062203884,0.014415569603443146,0.014894971624016762,0.009654556401073933,0.015307876281440258,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-29-00.jpg,1,0.9158816933631897,0.4489394426345825,-3.8378679752349854,0.009027345106005669,0.9158816933631897,0.013677958399057388,0.009062676690518856,0.011982670053839684,0.015412368811666965,0.00744384340941906,0.017511466518044472,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-29-16.jpg,1,0.9019914269447327,0.5077423453330994,-3.4605720043182373,0.009141350165009499,0.9019914269447327,0.014283387921750546,0.01331358216702938,0.012057219631969929,0.01923917979001999,0.010148241184651852,0.019825682044029236,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-30-19.jpg,1,0.8686379790306091,0.6398507356643677,-3.535360097885132,0.011448112316429615,0.8686379790306091,0.016390657052397728,0.0183790884912014,0.016689470037817955,0.026905132457613945,0.01616019941866398,0.025389447808265686,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Fri Oct 04 16-30-24.jpg,1,0.8509629368782043,0.7054744958877563,-3.370371103286743,0.012845701538026333,0.8509629368782043,0.020467322319746017,0.023626860231161118,0.022894348949193954,0.033094242215156555,0.016664206981658936,0.01944441720843315,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-22-35.jpg,1,0.9010986089706421,0.5108460783958435,-3.627578020095825,0.009008295834064484,0.9010986089706421,0.009486823342740536,0.01700732298195362,0.017985254526138306,0.01768050156533718,0.017854008823633194,0.00987919606268406,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-22-54.jpg,1,0.92982017993927,0.3899063766002655,-3.8540141582489014,0.007616399321705103,0.92982017993927,0.009953077882528305,0.009395817294716835,0.011739050038158894,0.010888700373470783,0.01187162846326828,0.008715205825865269,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-23-16.jpg,1,0.8223809599876404,0.7867991924285889,-3.310786008834839,0.014959818683564663,0.8223809599876404,0.014930627308785915,0.016183320432901382,0.056928351521492004,0.038264237344264984,0.016803357750177383,0.019549425691366196,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-23-28.jpg,1,0.9231281876564026,0.4187430739402771,-3.8807685375213623,0.008564213290810585,0.9231281876564026,0.010160328820347786,0.010616783984005451,0.013999860733747482,0.014023806899785995,0.007215313613414764,0.012291653081774712,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-23-38.jpg,1,0.9012411236763,0.508745551109314,-3.744607448577881,0.01353840809315443,0.9012411236763,0.009699113667011261,0.011383794248104095,0.025188317522406578,0.017051590606570244,0.012165415100753307,0.009732321836054325,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-39-29.jpg,1,0.9180718660354614,0.44214749336242676,-3.813995361328125,0.008381161838769913,0.9180718660354614,0.011305655352771282,0.012711288407444954,0.0133408447727561,0.012705083005130291,0.011466884054243565,0.012017189525067806,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-41-09.jpg,1,0.8839272260665894,0.5793308019638062,-3.545255661010742,0.012565523386001587,0.8839272260665894,0.01800367422401905,0.011247173883020878,0.020232195034623146,0.011402000673115253,0.026899997144937515,0.01572226546704769,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-41-20.jpg,1,0.9089033603668213,0.47937852144241333,-3.7205164432525635,0.010412432253360748,0.9089033603668213,0.012096338905394077,0.012807510793209076,0.020654579624533653,0.014605225995182991,0.01069585233926773,0.009824655018746853,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-41-34.jpg,1,0.9188941717147827,0.43589311838150024,-3.8560686111450195,0.009385693818330765,0.9188941717147827,0.01061463262885809,0.01050121895968914,0.020361823961138725,0.009204158559441566,0.010288055054843426,0.010750248096883297,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-41-49.jpg,1,0.8825462460517883,0.5883411765098572,-3.5311942100524902,0.013270528055727482,0.8825462460517883,0.014797115698456764,0.0192144513130188,0.022463971748948097,0.015659423545002937,0.013479507528245449,0.01856880448758602,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-42-25.jpg,1,0.9279528260231018,0.3987843692302704,-3.8833682537078857,0.009967098012566566,0.9279528260231018,0.009450492449104786,0.010578883811831474,0.010714041069149971,0.012105082161724567,0.008821739815175533,0.010409788228571415,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-42-39.jpg,1,0.9166755676269531,0.4463040232658386,-3.9483299255371094,0.007946303114295006,0.9166755676269531,0.011206082068383694,0.011844654567539692,0.014658368192613125,0.016322677955031395,0.01343486551195383,0.007911458611488342,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-43-33.jpg,1,0.9183129668235779,0.43920910358428955,-3.913341999053955,0.007434505503624678,0.9183129668235779,0.01008760929107666,0.015916597098112106,0.010377377271652222,0.015992553904652596,0.009945773519575596,0.011932628229260445,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-43-51.jpg,1,0.9115468859672546,0.4686565399169922,-3.8211278915405273,0.009767008945345879,0.9115468859672546,0.011547751724720001,0.01357339695096016,0.010540049523115158,0.019741946831345558,0.011368720792233944,0.011914316564798355,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-44-50.jpg,1,0.9016246795654297,0.5038163661956787,-4.031291484832764,0.00967958103865385,0.9016246795654297,0.008770430460572243,0.017351562157273293,0.008571447804570198,0.028159640729427338,0.01224211324006319,0.013600500300526619,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-45-20.jpg,1,0.9298528432846069,0.3877456784248352,-4.092260360717773,0.008801042102277279,0.9298528432846069,0.00808417983353138,0.012305854819715023,0.006979214958846569,0.01619253307580948,0.008677296340465546,0.009107057936489582,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-45-34.jpg,1,0.9105802178382874,0.46225041151046753,-3.9081263542175293,0.006342576816678047,0.9105802178382874,0.008002123795449734,0.015958867967128754,0.008410758338868618,0.0295505803078413,0.008797201327979565,0.012357674539089203,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-46-48.jpg,1,0.9088116884231567,0.48130130767822266,-3.6307735443115234,0.012976167723536491,0.9088116884231567,0.014384363777935505,0.008104434236884117,0.015462340787053108,0.01424457598477602,0.013309859670698643,0.012706560082733631,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-47-25.jpg,1,0.9052659273147583,0.49451443552970886,-3.5643701553344727,0.011088239960372448,0.9052659273147583,0.013020558282732964,0.009997843764722347,0.021572351455688477,0.012644631788134575,0.01098584569990635,0.015424593351781368,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-48-06.jpg,1,0.8895525932312012,0.5595192313194275,-3.5623490810394287,0.01596979610621929,0.8895525932312012,0.0177028626203537,0.011621164157986641,0.02261468581855297,0.015365500934422016,0.010975869372487068,0.01619753986597061,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-48-14.jpg,1,0.8511704206466675,0.6915521025657654,-3.3330178260803223,0.01136122364550829,0.8511704206466675,0.027294112369418144,0.011528873816132545,0.017510896548628807,0.018049117177724838,0.04666749760508537,0.016417866572737694,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 15-48-28.jpg,1,0.8794568777084351,0.5952683687210083,-3.526888132095337,0.01384518202394247,0.8794568777084351,0.02423684112727642,0.011761735193431377,0.027183767408132553,0.010218772105872631,0.01972607523202896,0.013570765033364296,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-37-25.jpg,1,0.9226036667823792,0.4181711673736572,-4.027821063995361,0.007375017274171114,0.9226036667823792,0.007513136137276888,0.011713532730937004,0.008961363695561886,0.02047274261713028,0.01019429974257946,0.011166219599545002,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-37-34.jpg,1,0.915864109992981,0.44817307591438293,-3.8183560371398926,0.0087665393948555,0.915864109992981,0.008596979081630707,0.014365633018314838,0.008451307192444801,0.020325670018792152,0.012867840938270092,0.0107619883492589,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-39-08.jpg,1,0.903190553188324,0.5018295049667358,-3.6955716609954834,0.010191545821726322,0.903190553188324,0.01035709585994482,0.012908509001135826,0.017682649195194244,0.022673120722174644,0.009781990200281143,0.013214624486863613,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-39-27.jpg,1,0.9336721301078796,0.37283074855804443,-3.9123799800872803,0.008257302455604076,0.9336721301078796,0.009858598932623863,0.008798440918326378,0.010875239968299866,0.010377226397395134,0.009184739552438259,0.00897635705769062,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-39-33.jpg,1,0.9253116250038147,0.41043323278427124,-3.819812297821045,0.009332015179097652,0.9253116250038147,0.010569396428763866,0.009084734134376049,0.012302692048251629,0.012490331195294857,0.009977628476917744,0.010931560769677162,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-39-42.jpg,1,0.9264019131660461,0.4049336612224579,-3.7873847484588623,0.009443915449082851,0.9264019131660461,0.009805743582546711,0.009682043455541134,0.00975798163563013,0.015261772088706493,0.00995043944567442,0.009696236811578274,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-40-20.jpg,1,0.9106719493865967,0.4695125222206116,-3.8084163665771484,0.009494437836110592,0.9106719493865967,0.006858651526272297,0.012639653868973255,0.013794105499982834,0.013514098711311817,0.02236272767186165,0.010664463974535465,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-40-35.jpg,1,0.9214886426925659,0.42374807596206665,-3.9020771980285645,0.007042526733130217,0.9214886426925659,0.006967279594391584,0.012366056442260742,0.008125712163746357,0.01663222536444664,0.015095825307071209,0.012281810864806175,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-40-57.jpg,1,0.6017281413078308,1.1953275203704834,-3.0606837272644043,0.008254374377429485,0.6017281413078308,0.02478782646358013,0.023037204518914223,0.23610082268714905,0.026425182819366455,0.0679917186498642,0.011674688197672367,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-42-52.jpg,1,0.9165922403335571,0.4446159601211548,-3.950373888015747,0.009114101529121399,0.9165922403335571,0.007818575948476791,0.014161071740090847,0.008773509413003922,0.018041670322418213,0.017036739736795425,0.008462157100439072,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-43-03.jpg,1,0.7631040811538696,0.9556484222412109,-3.2859859466552734,0.011110628955066204,0.7631040811538696,0.03677719458937645,0.026226988062262535,0.029806269332766533,0.02773505635559559,0.09122882783412933,0.014010902494192123,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-43-39.jpg,1,0.9252573251724243,0.40996053814888,-4.021042823791504,0.009870441630482674,0.9252573251724243,0.008839169517159462,0.014551996253430843,0.008150981739163399,0.011859607882797718,0.010750946588814259,0.010719495825469494,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-43-48.jpg,1,0.9325047135353088,0.3769822120666504,-4.081599712371826,0.007946547120809555,0.9325047135353088,0.008230886422097683,0.013422164134681225,0.007196655031293631,0.011528333649039268,0.009066383354365826,0.010104408487677574,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-45-10.jpg,1,0.906928300857544,0.4887195825576782,-3.650426149368286,0.010851270519196987,0.906928300857544,0.010288837365806103,0.012612303718924522,0.013314744457602501,0.01971638761460781,0.013262835331261158,0.0130253741517663,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-45-19.jpg,1,0.9280067086219788,0.3979669213294983,-3.834481954574585,0.00869396235793829,0.9280067086219788,0.008702456951141357,0.009928816929459572,0.008517483249306679,0.012711556628346443,0.011999852955341339,0.01143916416913271,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-50-33.jpg,1,0.9130217432975769,0.4634716808795929,-3.6261518001556396,0.010671119205653667,0.9130217432975769,0.012044820003211498,0.009289354085922241,0.016283435747027397,0.013151361607015133,0.014033771120011806,0.011504476889967918,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-52-22.jpg,1,0.5145100355148315,1.041539192199707,-3.3676652908325195,0.01041060034185648,0.5145100355148315,0.01916673220694065,0.009943570010364056,0.4078066647052765,0.007974292151629925,0.01769174076616764,0.012496412731707096,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Oct 07 16-52-36.jpg,1,0.6393758058547974,0.9243965148925781,-3.556637763977051,0.00858439039438963,0.6393758058547974,0.014271239750087261,0.009022759273648262,0.29966941475868225,0.00596368033438921,0.013432798907160759,0.009680008515715599,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Sep 23 17-26-39.jpg,1,0.9218130111694336,0.42469891905784607,-4.0403971672058105,0.009170490317046642,0.9218130111694336,0.013401750475168228,0.01125788688659668,0.015195445157587528,0.010503756813704967,0.007473780307918787,0.011183922179043293,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Sep 23 17-29-33.jpg,1,0.846766471862793,0.7166745662689209,-3.494455337524414,0.013467933982610703,0.846766471862793,0.021935462951660156,0.036887768656015396,0.022560054436326027,0.02077315002679825,0.011214484460651875,0.02639470063149929,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Sep 23 17-29-43.jpg,1,0.8874837160110474,0.5613954067230225,-3.6135058403015137,0.012372063472867012,0.8874837160110474,0.013708006590604782,0.013208634220063686,0.03252847120165825,0.010875741019845009,0.01133662462234497,0.018486713990569115,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Sep 23 17-30-13.jpg,1,0.8443734049797058,0.7309204339981079,-3.3918168544769287,0.013093172572553158,0.8443734049797058,0.020897304639220238,0.020663930103182793,0.03156070038676262,0.025435691699385643,0.021692654117941856,0.02228311449289322,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Mon Sep 23 17-31-08.jpg,1,0.8535640239715576,0.6959153413772583,-3.334115982055664,0.016272226348519325,0.8535640239715576,0.020812492817640305,0.018215131014585495,0.03325420990586281,0.021710364148020744,0.013313467614352703,0.02285804972052574,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-39-17.jpg,1,0.8898794651031494,0.5589678287506104,-3.421356678009033,0.01172806229442358,0.8898794651031494,0.02199666202068329,0.01349891722202301,0.01746036857366562,0.015514414757490158,0.013631387613713741,0.016290755942463875,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-40-04.jpg,1,0.8301746845245361,0.7818086743354797,-3.3579940795898438,0.01678955927491188,0.8301746845245361,0.02453625202178955,0.025720052421092987,0.03585945814847946,0.025179512798786163,0.02069188468158245,0.021048545837402344,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-40-10.jpg,1,0.5548208355903625,1.4671803712844849,-2.7180161476135254,0.02269980125129223,0.5548208355903625,0.05395113676786423,0.033238332718610764,0.15779882669448853,0.0712471604347229,0.07307041436433792,0.03317347913980484,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-40-12.jpg,1,0.7506807446479797,1.0243960618972778,-3.0387279987335205,0.01855584979057312,0.7506807446479797,0.02832193672657013,0.024811629205942154,0.05736573785543442,0.03758464753627777,0.05946190655231476,0.023217497393488884,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-40-16.jpg,1,0.8883435726165771,0.5542892813682556,-3.548084259033203,0.009198551997542381,0.8883435726165771,0.01529226079583168,0.007723296992480755,0.033287402242422104,0.010402986779808998,0.01947333663702011,0.016278525814414024,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-40-46.jpg,1,0.8556608557701111,0.6871902942657471,-3.40978741645813,0.011934258975088596,0.8556608557701111,0.03279954940080643,0.019657062366604805,0.019714733585715294,0.022919798269867897,0.022691519930958748,0.014622158370912075,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-41-08.jpg,1,0.8461788296699524,0.6978564262390137,-3.499055862426758,0.015400239266455173,0.8461788296699524,0.020471854135394096,0.012296140193939209,0.059789396822452545,0.01009479258209467,0.01607639156281948,0.019692398607730865,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-41-20.jpg,1,0.7705685496330261,0.9760034084320068,-3.086798667907715,0.017573056742548943,0.7705685496330261,0.04570457711815834,0.032919079065322876,0.037751127034425735,0.03542928770184517,0.03737969323992729,0.022674698382616043,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-52-49.jpg,1,0.9100112318992615,0.47548505663871765,-3.8208608627319336,0.014734120108187199,0.9100112318992615,0.00988477747887373,0.01653369329869747,0.009182187728583813,0.015596563927829266,0.010333898477256298,0.013723654672503471,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-53-23.jpg,1,0.8976197242736816,0.5287933945655823,-3.486915111541748,0.015316731296479702,0.8976197242736816,0.017863405868411064,0.011646665632724762,0.014816517010331154,0.014715577475726604,0.014311661012470722,0.01370973140001297,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-54-15.jpg,1,0.9196476936340332,0.43488481640815735,-3.6404051780700684,0.01116037555038929,0.9196476936340332,0.010013869032263756,0.011747484095394611,0.008225128054618835,0.01152589451521635,0.013201603665947914,0.01447790116071701,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-55-47.jpg,1,0.9343498349189758,0.3691856861114502,-3.942904233932495,0.007884892635047436,0.9343498349189758,0.008567332290112972,0.007854152470827103,0.012450187467038631,0.009195894934237003,0.009317933581769466,0.010379689745604992,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-57-31.jpg,1,0.8976698517799377,0.525141716003418,-3.555218458175659,0.014601875096559525,0.8976698517799377,0.013432188890874386,0.010139147751033306,0.023989349603652954,0.010339124128222466,0.016257785260677338,0.013570629060268402,Eucalyptus_cladocalyx
test_external/Eucalipto blanco/Sat Oct 05 12-57-42.jpg,1,0.9218266606330872,0.42556390166282654,-3.8665542602539062,0.009166150353848934,0.9218266606330872,0.012113566510379314,0.009121502749621868,0.0102505749091506,0.011105182580649853,0.013699685223400593,0.012716622091829777,Eucalyptus_cladocalyx
