path,label,pred,correct,max_softmax,entropy,energy,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,predicted_class
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(91).png,0,0,True,0.9257266521453857,0.40876883268356323,-4.194363594055176,0.9257266521453857,0.01104109175503254,0.010196393355727196,0.010001618415117264,0.008926080539822578,0.010610341094434261,0.011245123110711575,0.012252744287252426,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(92).png,0,0,True,0.9231144785881042,0.42049309611320496,-4.1698455810546875,0.9231144785881042,0.011085458099842072,0.010918923653662205,0.010655575431883335,0.009680717252194881,0.010720811784267426,0.011142438277602196,0.012681644409894943,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(93).png,0,0,True,0.9248855113983154,0.41266724467277527,-4.191366672515869,0.9248855113983154,0.010929194279015064,0.010720421560108662,0.010107851587235928,0.009579272009432316,0.010477197356522083,0.01136733777821064,0.01193324476480484,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(94).png,0,0,True,0.9230318069458008,0.4206728935241699,-4.15431022644043,0.9230318069458008,0.011100715026259422,0.010367232374846935,0.010579453781247139,0.009218555875122547,0.0112397950142622,0.01120417844504118,0.013258272781968117,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(95).png,0,0,True,0.9228503108024597,0.4216538071632385,-4.154507160186768,0.9228503108024597,0.01091047003865242,0.010678566060960293,0.010279511101543903,0.009806382469832897,0.011223875917494297,0.011705227196216583,0.01254561822861433,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(96).png,0,0,True,0.9284207224845886,0.3966096043586731,-4.195363998413086,0.9284207224845886,0.010011153295636177,0.009670034050941467,0.008895413018763065,0.009204710833728313,0.01046346127986908,0.011132859624922276,0.012201706878840923,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(97).png,0,0,True,0.9244607090950012,0.41410648822784424,-4.141044616699219,0.9244607090950012,0.010282374918460846,0.010665906593203545,0.010315061546862125,0.008814326487481594,0.010559676215052605,0.01103676576167345,0.013865191489458084,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(98).png,0,0,True,0.9238148331642151,0.41731590032577515,-4.1495561599731445,0.9238148331642151,0.010975333862006664,0.010834232904016972,0.010054334066808224,0.009454402141273022,0.010794629342854023,0.011376377195119858,0.012695914134383202,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4.(99).png,0,0,True,0.9233079552650452,0.4192647337913513,-4.150104999542236,0.9233079552650452,0.011276143603026867,0.010587786324322224,0.009696940891444683,0.00903854239732027,0.01084151491522789,0.011631247587502003,0.013619902543723583,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(106).png,0,0,True,0.9262853860855103,0.4062381982803345,-4.182041645050049,0.9262853860855103,0.01046491414308548,0.0098164863884449,0.009643083438277245,0.009273664094507694,0.010614152997732162,0.011443061754107475,0.012459291145205498,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(107).png,0,0,True,0.9240502119064331,0.4161573648452759,-4.172739028930664,0.9240502119064331,0.0107947438955307,0.01050613820552826,0.009695264510810375,0.009353483095765114,0.011129251681268215,0.011476927436888218,0.012993954122066498,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(108).png,0,0,True,0.9268680214881897,0.403606653213501,-4.181412696838379,0.9268680214881897,0.010109752416610718,0.009791535325348377,0.009515801444649696,0.009184831753373146,0.010696290992200375,0.011453055776655674,0.012380682863295078,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(109).png,0,0,True,0.9244862794876099,0.41453200578689575,-4.168360710144043,0.9244862794876099,0.01073412224650383,0.01070272084325552,0.010262595489621162,0.010115829296410084,0.010715793818235397,0.0112795140594244,0.011703096330165863,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(110).png,0,0,True,0.9241884350776672,0.4158150553703308,-4.180401802062988,0.9241884350776672,0.011459043249487877,0.010535968467593193,0.0101224509999156,0.009953359141945839,0.010743771679699421,0.011690760962665081,0.011306202970445156,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(111).png,0,0,True,0.92791348695755,0.39890503883361816,-4.227160453796387,0.92791348695755,0.010664005763828754,0.00939029548317194,0.009556818753480911,0.008566677570343018,0.011285454966127872,0.01132132951170206,0.011301998049020767,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(112).png,0,0,True,0.9231674075126648,0.42007559537887573,-4.165882110595703,0.9231674075126648,0.011040177196264267,0.010648385621607304,0.009973968379199505,0.009346828795969486,0.010981038212776184,0.01174933835864067,0.013092941604554653,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(113).png,0,0,True,0.9260267615318298,0.40737444162368774,-4.174508571624756,0.9260267615318298,0.010668336413800716,0.010378043167293072,0.009252984076738358,0.009163063019514084,0.010854871943593025,0.011193975806236267,0.012461895123124123,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(114).png,0,0,True,0.9268428683280945,0.4038148820400238,-4.1931586265563965,0.9268428683280945,0.010576552711427212,0.009972203522920609,0.009356589987874031,0.009308741427958012,0.01075098104774952,0.011239456944167614,0.011952660977840424,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(115).png,0,0,True,0.9258600473403931,0.4081287384033203,-4.194219589233398,0.9258600473403931,0.01063780952244997,0.010123444721102715,0.009303413331508636,0.009383250027894974,0.011083196848630905,0.01103459857404232,0.01257424708455801,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(116).png,0,0,True,0.9265264868736267,0.40533989667892456,-4.20521879196167,0.9265264868736267,0.010637672618031502,0.010449763387441635,0.009903304278850555,0.009496052749454975,0.01041156705468893,0.010622100904583931,0.011952958069741726,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(117).png,0,0,True,0.9255642294883728,0.40945297479629517,-4.1867265701293945,0.9255642294883728,0.01075188722461462,0.009804055094718933,0.009704039432108402,0.009544267319142818,0.01082563865929842,0.010953247547149658,0.012852625921368599,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(118).png,0,0,True,0.9256807565689087,0.4089183807373047,-4.167069435119629,0.9256807565689087,0.010638346895575523,0.010101734660565853,0.009717116132378578,0.009258563630282879,0.010866723023355007,0.01087468583136797,0.01286209188401699,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(119).png,0,0,True,0.9225596785545349,0.4226541519165039,-4.166540622711182,0.9225596785545349,0.011176597326993942,0.010540533810853958,0.010082433000206947,0.009503998793661594,0.010915025137364864,0.01133598480373621,0.013885748572647572,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(120).png,0,0,True,0.9223507046699524,0.423694908618927,-4.170673370361328,0.9223507046699524,0.0121931666508317,0.01066497154533863,0.010571647435426712,0.009288536384701729,0.010610432364046574,0.01134726032614708,0.012973223812878132,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(121).png,0,0,True,0.9218563437461853,0.4257887005805969,-4.136053562164307,0.9218563437461853,0.011310761794447899,0.010970799252390862,0.01017361506819725,0.009406759403645992,0.010856229811906815,0.011706900782883167,0.013718534260988235,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(122).png,0,0,True,0.9232189059257507,0.4197903275489807,-4.146295070648193,0.9232189059257507,0.011130103841423988,0.01117639522999525,0.00994777400046587,0.008998042903840542,0.011008494533598423,0.011349625885486603,0.013170618563890457,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(123).png,0,0,True,0.9291224479675293,0.39346325397491455,-4.202421188354492,0.9291224479675293,0.011724515818059444,0.010233796201646328,0.008858774788677692,0.008759843185544014,0.009769926778972149,0.010359486564993858,0.011171234771609306,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(124).png,0,0,True,0.9251645803451538,0.4113989472389221,-4.163721084594727,0.9251645803451538,0.011134515516459942,0.010852712206542492,0.01014056708663702,0.009593866765499115,0.010190202854573727,0.010739375837147236,0.012184171006083488,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(125).png,0,0,True,0.9278832077980042,0.39915037155151367,-4.199849605560303,0.9278832077980042,0.011004844680428505,0.010123297572135925,0.00873109046369791,0.011654688976705074,0.010145565494894981,0.009728352539241314,0.010728943161666393,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(126).png,0,0,True,0.9251295924186707,0.41161176562309265,-4.163758754730225,0.9251295924186707,0.011320480145514011,0.010284792631864548,0.010541548021137714,0.009525821544229984,0.01068144477903843,0.010833770968019962,0.011682683601975441,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(127).png,0,0,True,0.9262880086898804,0.4060888886451721,-4.1820387840271,0.9262880086898804,0.010280086658895016,0.010330405086278915,0.009549399837851524,0.009063289500772953,0.010459835641086102,0.010791865177452564,0.013237005099654198,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(128).png,0,0,True,0.9249876737594604,0.41191697120666504,-4.148287296295166,0.9249876737594604,0.01088778767734766,0.010419681668281555,0.01008185651153326,0.008897206746041775,0.01049115415662527,0.011024201288819313,0.013210357166826725,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(129).png,0,0,True,0.9270347952842712,0.40285545587539673,-4.181232929229736,0.9270347952842712,0.010954592376947403,0.009800472296774387,0.009587478823959827,0.008550209924578667,0.011181565932929516,0.01148592121899128,0.011404885910451412,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(130).png,0,0,True,0.9264041185379028,0.40563836693763733,-4.170194625854492,0.9264041185379028,0.011184876784682274,0.009960186667740345,0.009548264555633068,0.008867427706718445,0.010425452142953873,0.011081589385867119,0.012527997605502605,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(131).png,0,0,True,0.9255691170692444,0.4093745946884155,-4.167190074920654,0.9255691170692444,0.010451717302203178,0.010383048094809055,0.009746829979121685,0.009056255221366882,0.010642258450388908,0.011224010959267616,0.012926644645631313,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(132).png,0,0,True,0.9254500865936279,0.4097730219364166,-4.155600070953369,0.9254500865936279,0.01044527068734169,0.010356397368013859,0.009601513855159283,0.008888624608516693,0.01093586627393961,0.010933196172118187,0.01338909287005663,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(133).png,0,0,True,0.9250410199165344,0.4118008017539978,-4.175573348999023,0.9250410199165344,0.010618024505674839,0.010372058488428593,0.010067679919302464,0.009135449305176735,0.010859213769435883,0.011133028194308281,0.012773431837558746,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(134).png,0,0,True,0.9245681762695312,0.4138924777507782,-4.156553268432617,0.9245681762695312,0.011755680665373802,0.009947730228304863,0.009979353286325932,0.009865498170256615,0.010573802515864372,0.012937909923493862,0.010371820069849491,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(135).png,0,0,True,0.9278720021247864,0.39909297227859497,-4.192049026489258,0.9278720021247864,0.010536721907556057,0.009479708969593048,0.00921950675547123,0.008825280703604221,0.011031611822545528,0.011451473459601402,0.011583630926907063,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5.(136).png,0,0,True,0.9278612732887268,0.39938437938690186,-4.195966720581055,0.9278612732887268,0.010108239017426968,0.009610092267394066,0.01003202609717846,0.009628880769014359,0.010541746392846107,0.010749663226306438,0.011468127369880676,Eucalyptus_camaldulensis
/workspace/P8/data/test/Eucalyptus_cladocalyx/A002 - 20240321_100926.png,1,1,True,0.9144631028175354,0.4458950459957123,-3.9136369228363037,0.010233446024358273,0.9144631028175354,0.029216501861810684,0.00719661358743906,0.005937141366302967,0.008475543931126595,0.013573672622442245,0.010904090479016304,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A002 - 20240321_221334.png,1,1,True,0.924541175365448,0.41223692893981934,-3.9515044689178467,0.011302237398922443,0.924541175365448,0.012620876543223858,0.009046196937561035,0.009452599100768566,0.006483993958681822,0.014914657920598984,0.011638255789875984,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A005 - 20240321_100934.png,1,1,True,0.9201051592826843,0.43206900358200073,-3.8781890869140625,0.013292278163135052,0.9201051592826843,0.013318264856934547,0.008330289274454117,0.011106113903224468,0.0075515559874475,0.014577341265976429,0.011718944646418095,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A005 - 20240321_221337.png,1,1,True,0.9102754592895508,0.44922560453414917,-3.949476718902588,0.009297661483287811,0.9102754592895508,0.0414460189640522,0.007052594795823097,0.006340453866869211,0.005801306571811438,0.010291573591530323,0.009494938887655735,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A006 - 20240321_100936.png,1,1,True,0.9291046261787415,0.3921360969543457,-3.9661121368408203,0.011491909623146057,0.9291046261787415,0.012280953116714954,0.008038329891860485,0.009715033695101738,0.006612149998545647,0.013455098494887352,0.009301889687776566,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A008 - 20240321_221340.png,1,1,True,0.9163511991500854,0.4462736248970032,-3.876418113708496,0.013205766677856445,0.9163511991500854,0.019188495352864265,0.008728479035198689,0.00863100215792656,0.007759480737149715,0.014862149953842163,0.011273451149463654,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A010 - 20240321_101433.png,1,1,True,0.9301055669784546,0.38282886147499084,-3.9552698135375977,0.010520908050239086,0.9301055669784546,0.020496100187301636,0.006856121122837067,0.005423637572675943,0.007011858746409416,0.009678127244114876,0.009907636791467667,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A010 - 20240321_221344.png,1,1,True,0.9130527377128601,0.454319030046463,-3.8819773197174072,0.012104188092052937,0.9130527377128601,0.028495682403445244,0.008990677073597908,0.008604134432971478,0.0074353585951030254,0.009716494008898735,0.011600764468312263,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A012 - 20240321_221346.png,1,1,True,0.9268855452537537,0.39464977383613586,-4.003659725189209,0.010613254271447659,0.9268855452537537,0.024448679760098457,0.007577546406537294,0.007177780382335186,0.0060060517862439156,0.008691943250596523,0.008599071763455868,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A013 - 20240321_101440.png,1,1,True,0.9216451048851013,0.42322227358818054,-3.9097201824188232,0.012058073654770851,0.9216451048851013,0.016431210562586784,0.007808119989931583,0.007274414878338575,0.007827205583453178,0.016115369275212288,0.01084049977362156,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A013 - 20240321_221347.png,1,1,True,0.9264237880706787,0.4031981825828552,-4.006111145019531,0.011041317135095596,0.9264237880706787,0.016290144994854927,0.007704318966716528,0.007875476032495499,0.007489189971238375,0.01218289602547884,0.010992901399731636,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A014 - 20240321_101442.png,1,1,True,0.9235172271728516,0.4146425724029541,-3.9428470134735107,0.011880733072757721,0.9235172271728516,0.01928764395415783,0.00873680878430605,0.006914759520441294,0.007747945841401815,0.011625366285443306,0.010289451107382774,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A015 - 20240321_101445.png,1,1,True,0.9162560105323792,0.4471072256565094,-3.8042564392089844,0.014038858003914356,0.9162560105323792,0.019994689151644707,0.009722058661282063,0.008930179290473461,0.0084755914285779,0.011635780334472656,0.010946827940642834,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A016 - 20240321_101448.png,1,1,True,0.919197142124176,0.43463149666786194,-3.859645366668701,0.013494865968823433,0.919197142124176,0.014481411315500736,0.00746349710971117,0.00870868656784296,0.008436627686023712,0.01707369089126587,0.011144020594656467,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A018 - 20240321_101450.png,1,1,True,0.9083728790283203,0.47327888011932373,-3.793365955352783,0.011434726417064667,0.9083728790283203,0.030481616035103798,0.010386048816144466,0.008188007399439812,0.00795937329530716,0.010452186688780785,0.012725253589451313,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A018 - 20240321_221355.png,1,1,True,0.7982102036476135,0.8296594619750977,-3.2253832817077637,0.013613784685730934,0.7982102036476135,0.09459072351455688,0.014981049112975597,0.015700004994869232,0.022721007466316223,0.02770276367664337,0.012480517849326134,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A019 - 20240321_101451.png,1,1,True,0.9190120697021484,0.42826569080352783,-3.939924716949463,0.011433875188231468,0.9190120697021484,0.027321510016918182,0.008320392109453678,0.006445217411965132,0.00812368281185627,0.00927753746509552,0.010065754875540733,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A019 - 20240321_221357.png,1,1,True,0.9104156494140625,0.46530047059059143,-3.8731508255004883,0.010475692339241505,0.9104156494140625,0.028608281165361404,0.008274824358522892,0.007392194587737322,0.008705882355570793,0.014526315033435822,0.011601196601986885,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A021 - 20240321_101454.png,1,1,True,0.9350627660751343,0.36420464515686035,-4.078860282897949,0.01021159440279007,0.9350627660751343,0.015177668072283268,0.008153327740728855,0.006602766457945108,0.0070802755653858185,0.009696509689092636,0.008015172556042671,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A021 - 20240321_221400.png,1,1,True,0.9137141704559326,0.45693403482437134,-3.8441436290740967,0.011936812661588192,0.9137141704559326,0.021393591538071632,0.008248227648437023,0.007998360320925713,0.009934697300195694,0.014678947627544403,0.012095225974917412,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A022 - 20240321_101455.png,1,1,True,0.9235512614250183,0.4155532717704773,-3.950622797012329,0.011849306523799896,0.9235512614250183,0.013535636477172375,0.008092369884252548,0.007072089705616236,0.008120076730847359,0.016702044755220413,0.011077173054218292,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A022 - 20240321_221402.png,1,1,True,0.9184163212776184,0.4372732937335968,-3.864401340484619,0.012586336582899094,0.9184163212776184,0.017829926684498787,0.007727758027613163,0.0091635063290596,0.007973063737154007,0.01634169928729534,0.009961473755538464,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A023 - 20240321_101456.png,1,1,True,0.9163752198219299,0.43999040126800537,-3.870532512664795,0.01131234597414732,0.9163752198219299,0.027470199391245842,0.007752109784632921,0.00731807854026556,0.007676773704588413,0.011959892697632313,0.01013537123799324,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A023 - 20240321_221403.png,1,1,True,0.9145151376724243,0.4527251720428467,-3.8120174407958984,0.013771389611065388,0.9145151376724243,0.021431660279631615,0.007106231991201639,0.008921920321881771,0.00860530138015747,0.014727728441357613,0.010920695960521698,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A024 - 20240321_101502.png,1,1,True,0.9212082624435425,0.42424988746643066,-3.859412908554077,0.012064134702086449,0.9212082624435425,0.020102757960557938,0.007342320401221514,0.00793894100934267,0.00797390565276146,0.013085906393826008,0.010283791460096836,Eucalyptus_cladocalyx
/workspace/P8/data/test/Eucalyptus_cladocalyx/A024 - 20240321_221404.png,1,1,True,0.8997334241867065,0.5038880109786987,-3.752140998840332,0.013581916689872742,0.8997334241867065,0.03633821755647659,0.008794872090220451,0.007807058282196522,0.008334953337907791,0.01487317867577076,0.010536368004977703,Eucalyptus_cladocalyx
