image_id,relative_path,class_name,class_index,split,parsed_group_id,sha256,phash
IC4SD_EUC_000138,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(108).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,5e49a4d742420319af552e275166c9cb370dc8a9780f6fbc1a04ea85055e864d,aecbc584ea2e2ba1
IC4SD_EUC_000139,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(109).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,be8a117edf8e9b0ca1220792676b96f4d52423ae8fa340dbc40b80bcf13c8054,bae78cc9d4376282
IC4SD_EUC_000140,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(110).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,a4ee54fa59f047a556a00417312e1c92326d65319bc4c134accfbc2ef504e11b,aad7d04c11d4e6ec
IC4SD_EUC_000141,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(111).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,a09b8eabeec354e9259afc32c3e2a34a1fde19448769354e953dfe376c1995e6,aeeccc29e1c032db
IC4SD_EUC_000142,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(112).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,abcb3bd4a57b2dfd3b8bc7794e07152a8d90fa33d3d996474611968d69331cfe,bed8b7376a269102
IC4SD_EUC_000143,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(113).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,ddc5dc4256f74fe50d2115bf240f21e4b47afbf6b2edcd8ebdd111986e14effc,acf4b1a2a2dad532
IC4SD_EUC_000144,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(114).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,04b5f05102024e8d7e630359211470e1f02b5cba06464ecef2d6133f3ccb7763,bf44c683c27a54ae
IC4SD_EUC_000145,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(115).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,d9708452f8bb13981590fd7c493708b292e00dc7a3766150daa6e8bfd4ab0b19,aeca076eba29b294
IC4SD_EUC_000146,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(116).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,1244b543593332f64fb6f6c0a7c539fadc7adb7ff3ed05dbd58e2db42c301564,e077b5883e374a86
IC4SD_EUC_000147,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(117).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,d87bff14951b4ea53c80fc15e65cacc0fc77158f86d20b20c7d1de7074a9fb8b,ea92e2ca1b54d5c3
IC4SD_EUC_000148,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(118).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,c92e1e9273bb9a2ff1513cd92ca0b4f09e7bc7281082921d1dfb3d1653003767,abefa4cc95e86031
IC4SD_EUC_000149,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(119).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,2701e74b078cac7e20bc8f44dabf84a5e07074f6ab1c5a85ef0b4710d0f86415,efa9e89a2760c10f
IC4SD_EUC_000150,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(120).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,e2cba4d2ba110e87157a577101879dfadd6bef97be69b95cd95fcadae94b66b7,a8f89474a8bf4c78
IC4SD_EUC_000151,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(121).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,cbc043e9fae9c61fe8d797f9af0707a9e3574a7151cbc4f56985839feef25ce3,ab81c74a83386d3f
IC4SD_EUC_000152,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(122).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,7735c7a21e03dea2f086fb2f939aaaa6a29ede23db3336914921773a23576e77,eac89691ec1ecce1
IC4SD_EUC_000153,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(123).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,a654c34779aa8d9df03c6d57ca843685b98afe3d4343d5317461472cf73b84e9,bcf9c9b043c87866
IC4SD_EUC_000154,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(124).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,3a202f5f6c32b37ff3aa2cd1ff10fac1a14f66ca0e612af1b27d095fefe51fb8,bec2d5262c9ed096
IC4SD_EUC_000155,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(125).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,7323f4c0ac5b74c24109a9e3a370d06181a295ced249e065433ac208909d1496,fec98006c0f7943f
IC4SD_EUC_000156,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(126).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,903c69e0515aa7db02a965e4886d92215ab63a5ed696b67251493f8eaf6c1f38,efc0915b9d477640
IC4SD_EUC_000157,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(127).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,c6df7d93dc8e27c50abddd8747bf3ef03f15b4152fcc7d3d7c50739a443f69ba,a3f4c4eb1a025b6b
IC4SD_EUC_000158,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(128).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,bd96579c475ca41084f39b8cfd1bc055c1b2a74a7e33611dac13ee16c188c74b,a0c99fdc9a1e1e54
IC4SD_EUC_000159,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(129).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,988cd3dcd1ef9aa38fe0f58f476436fbb104dffe107431d9f94a26454b8ca46c,af9490dacdc1b398
IC4SD_EUC_000160,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(130).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,140bd8039cf640171816dab37a66675bb1c46da6a0efbc8256ff79a61391b15b,ec25d5a38f963027
IC4SD_EUC_000161,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(131).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,466ab8428b1f42a04d936a49003bb648a6af152c186fb44e4dddf69f2a7bf896,e443d6e6d56c9918
IC4SD_EUC_000162,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(132).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,d57475771f1fc3f726c1c7dba19f21ce0ce41b97f45f52799cd459bd917a28c1,a6acd9249f23a353
IC4SD_EUC_000163,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(133).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,d469fbc2bfe0d24e0c08910e3346e7a9ca011f91e5e81e75de7a84a6c09218a0,eca583354d66e389
IC4SD_EUC_000164,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(134).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,672b7f174ec03217f5b2c344e23db08609a599ff2e027ed9e53274499c4192de,aedad3c4cb1d4c30
IC4SD_EUC_000165,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(135).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,0dc6d27f44885f1844d18c0102fd3ccb60c449edb1f97b2a5746b52ed78a6935,b8a195e1d59d4457
IC4SD_EUC_000166,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(136).png,Eucalyptus camaldulensis,0,test,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,cdeba27796d94e7cf58de91808b66220ecc5622bfba26429fb0b01549b5fb642,ee76bca0a705d4d0
IC4SD_EUC_000290,Eucalyptus_cladocalyx/3282/indoor/A002 - 20240321_221334.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,684fbaf669fcff729fd455e4830e4a19ce9b07a9860afa63567f2c15a2210a97,d3362ce8f55d5411
IC4SD_EUC_000293,Eucalyptus_cladocalyx/3282/indoor/A005 - 20240321_221337.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,34fdb04e36c9b209f23021374d482e48a93ca750f3187b919531032e4b53e95a,c0f435b572553749
IC4SD_EUC_000294,Eucalyptus_cladocalyx/3282/indoor/A008 - 20240321_221340.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,d40ca6442e100ab59870b7534ee0620da7026a422bd0f21c840148fe34cebd12,c41a28999a7aefd2
IC4SD_EUC_000296,Eucalyptus_cladocalyx/3282/indoor/A010 - 20240321_221344.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,54e7aa8e4f3f97c2b628df76affa09d82f10407fdc452a510540b0b7ff833fbc,d52569ca39cb0799
IC4SD_EUC_000298,Eucalyptus_cladocalyx/3282/indoor/A012 - 20240321_221346.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,6248a8bbdcd0dcc8cd6e7d66f22ca2bd7ab48608f292ab8c275b362dba4a4a3c,d22d36fc60863c73
IC4SD_EUC_000299,Eucalyptus_cladocalyx/3282/indoor/A013 - 20240321_221347.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,3b77eca9ab8a7c56819ec9f8c41b81f0191a8276b337698b8a4d139f3da12cb4,d01666c43fe05fe8
IC4SD_EUC_000300,Eucalyptus_cladocalyx/3282/indoor/A018 - 20240321_221355.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,b98de0f4bf1e6eb45c2d6993ddabec76c80bea918b2e8d3907c51a4da3d20e7e,c4a672966352b8b7
IC4SD_EUC_000301,Eucalyptus_cladocalyx/3282/indoor/A019 - 20240321_221357.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,27a1501896735945ba3a03069b551ac50466ac434e8591cc5e1d59d2d687cec7,d4ec3d2f3206e05b
IC4SD_EUC_000302,Eucalyptus_cladocalyx/3282/indoor/A021 - 20240321_221400.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,ff4b946bbd3dd4cffd2649a5bddf1134a791e582692ad44e0001224d03b9ac51,c57a3dac27e16461
IC4SD_EUC_000303,Eucalyptus_cladocalyx/3282/indoor/A022 - 20240321_221402.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,3f31415e42c34daf01e483a5c5a14f6b2d4de3977d0339b3268738878b1daa9f,dd2a2bd2546c29dc
IC4SD_EUC_000304,Eucalyptus_cladocalyx/3282/indoor/A023 - 20240321_221403.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,cba77e11bfaa4729eb72c7089f6ee852a0effdfeec7b40c692749e791b61f1a6,c50d39db747ac81c
IC4SD_EUC_000305,Eucalyptus_cladocalyx/3282/indoor/A024 - 20240321_221404.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,d6b6e91bf2aa3a24297a2392537e0cd70651542e71fc29e12725428a68d1a7ff,d06e798e0c475b78
IC4SD_EUC_000306,Eucalyptus_cladocalyx/3282/indoor/A026 - 20240321_221409.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,47fbf38139962b365303cd701d9e1788f075593d642422357eb37ac06e057cb9,c09d33dc522e7ae1
IC4SD_EUC_000307,Eucalyptus_cladocalyx/3282/indoor/A027 - 20240321_221410.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,6a8bc95608aac5fbc11947ef551c2545e071cbc71227eba415a402cb4a1c2b17,d375368bb90269c9
IC4SD_EUC_000309,Eucalyptus_cladocalyx/3282/indoor/A030 - 20240321_221415.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,d210d05730695e53a8a5a5acc55a7f11ae926147b31bdb7657f8d17095ced4d2,d574272dc3c2681f
IC4SD_EUC_000310,Eucalyptus_cladocalyx/3282/indoor/A031 - 20240321_221415.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,168e791d75623edcef8dbc80c12be90293450702bb426485a2e96f9cdaf604fb,d5726489735cf624
IC4SD_EUC_000313,Eucalyptus_cladocalyx/3282/indoor/A036 - 20240321_221426.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,1cc97846c4e241b313be6f395e1aea6c2f515f988f3c4ed4f4736d1cf3a3338d,cde04fdc984bf0c4
IC4SD_EUC_000323,Eucalyptus_cladocalyx/3282/indoor/A052 - 20240321_221456.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,bd8da2a18d4b945cc63c254520cbf62f85771560bc8d9dde410cc2e432d25d18,d598362c5b5355c6
IC4SD_EUC_000326,Eucalyptus_cladocalyx/3282/indoor/A055 - 20240321_221503.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,70755b148937083d94cd3d90be656cce6aa3eff2828a420d83fb78a93818241b,d9ed0bf42916e492
IC4SD_EUC_000327,Eucalyptus_cladocalyx/3282/indoor/A056 - 20240321_221505.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,8b3457c37dbf4384de4800f1981dc824286c8a78f1f43f95a7597ba9dd54f3e6,d5cb7ac8137d8254
IC4SD_EUC_000329,Eucalyptus_cladocalyx/3282/indoor/A058 - 20240321_221509.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,da10c67cfbe77d325f6ab21b87ba352add3e8c4ddb39d4e0f5c81b5074fdbe1a,d579720c3eb2a90e
IC4SD_EUC_000330,Eucalyptus_cladocalyx/3282/indoor/A059 - 20240321_221652.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,e56d1d2989164777a1fc40f90d1b87216b5df8c0d1cce26b825dccb7c410c9e1,d92e37814e6791a6
IC4SD_EUC_000333,Eucalyptus_cladocalyx/3282/indoor/A062 - 20240321_221700.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,4edd0cb8857f530479c55ae39b4fa8b747078ff18fe97d3655a87fda2001c88c,cd3f4c15105315df
IC4SD_EUC_000334,Eucalyptus_cladocalyx/3282/indoor/A063 - 20240321_221703.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/indoor,803e943079c8aac0aee1d8cfea5f6af0b4b109c25a932477f91cff7a0522df1e,d6f165191127d0fa
IC4SD_EUC_000343,Eucalyptus_cladocalyx/3282/outdoor/A002 - 20240321_100926.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/outdoor,64bada7eab1471e2b286f8893dbc19f2e2c9d8d76749270662dfb68d8a3266b9,c15a366647a7233e
IC4SD_EUC_000346,Eucalyptus_cladocalyx/3282/outdoor/A005 - 20240321_100934.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/outdoor,8cc04c5e44a201f4bcfca4106ab8137ea1953f692c83ba62a6ec82c60636368a,d46d4d8d1bd819d4
IC4SD_EUC_000347,Eucalyptus_cladocalyx/3282/outdoor/A006 - 20240321_100936.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/outdoor,0aa041c17abd8d99a7f1063fb1b1d0c53fcb8f31a81f20315bf4aa745d36e7bc,c70c32bc2d353f92
IC4SD_EUC_000349,Eucalyptus_cladocalyx/3282/outdoor/A010 - 20240321_101433.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/outdoor,f185c519585f21c83503026562455d935d1e4ce8107909f93dac1c420c2cd3d7,d375376468c53433
IC4SD_EUC_000351,Eucalyptus_cladocalyx/3282/outdoor/A013 - 20240321_101440.png,Eucalyptus cladocalyx,1,test,Eucalyptus cladocalyx::3282/outdoor,a82aac5f9681b9dc4f6dfacbbf1a8ee34321494b8057cfb66ab1dd87082ebbd9,d9a52c52721b65dc
