image_id,relative_path,raw_path,class_name,class_index,group_id,split,old_grouped_manifest_source_path
IC4SD_EUC_000121,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(85).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(85).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(85).png
IC4SD_EUC_000122,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(86).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(86).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(86).png
IC4SD_EUC_000123,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(87).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(87).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(87).png
IC4SD_EUC_000124,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(88).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(88).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(88).png
IC4SD_EUC_000125,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(89).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(89).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(89).png
IC4SD_EUC_000126,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(90).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(90).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(90).png
IC4SD_EUC_000127,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(91).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(91).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(91).png
IC4SD_EUC_000128,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(92).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(92).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(92).png
IC4SD_EUC_000129,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(93).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(93).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(93).png
IC4SD_EUC_000130,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(94).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(94).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(94).png
IC4SD_EUC_000131,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(95).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(95).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(95).png
IC4SD_EUC_000132,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(96).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(96).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(96).png
IC4SD_EUC_000133,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(97).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(97).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(97).png
IC4SD_EUC_000134,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(98).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(98).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(98).png
IC4SD_EUC_000135,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(99).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(99).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.4,train,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.4/3358. Eucalyptus camandulensis.4.(99).png
IC4SD_EUC_000136,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(106).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(106).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(106).png
IC4SD_EUC_000137,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(107).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(107).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(107).png
IC4SD_EUC_000138,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(108).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(108).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(108).png
IC4SD_EUC_000139,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(109).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(109).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(109).png
IC4SD_EUC_000140,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(110).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(110).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(110).png
IC4SD_EUC_000141,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(111).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(111).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(111).png
IC4SD_EUC_000142,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(112).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(112).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(112).png
IC4SD_EUC_000143,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(113).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(113).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(113).png
IC4SD_EUC_000144,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(114).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(114).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(114).png
IC4SD_EUC_000145,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(115).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(115).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(115).png
IC4SD_EUC_000146,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(116).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(116).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(116).png
IC4SD_EUC_000147,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(117).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(117).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(117).png
IC4SD_EUC_000148,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(118).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(118).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(118).png
IC4SD_EUC_000149,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(119).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(119).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(119).png
IC4SD_EUC_000150,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(120).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(120).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(120).png
IC4SD_EUC_000151,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(121).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(121).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(121).png
IC4SD_EUC_000152,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(122).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(122).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(122).png
IC4SD_EUC_000153,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(123).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(123).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(123).png
IC4SD_EUC_000154,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(124).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(124).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(124).png
IC4SD_EUC_000155,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(125).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(125).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(125).png
IC4SD_EUC_000156,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(126).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(126).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(126).png
IC4SD_EUC_000157,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(127).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(127).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(127).png
IC4SD_EUC_000158,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(128).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(128).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/val/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(128).png
IC4SD_EUC_000159,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(129).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(129).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(129).png
IC4SD_EUC_000160,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(130).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(130).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(130).png
IC4SD_EUC_000161,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(131).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(131).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(131).png
IC4SD_EUC_000162,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(132).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(132).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(132).png
IC4SD_EUC_000163,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(133).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(133).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(133).png
IC4SD_EUC_000164,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(134).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(134).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(134).png
IC4SD_EUC_000165,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(135).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(135).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/train/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(135).png
IC4SD_EUC_000166,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(136).png,raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(136).png,Eucalyptus camaldulensis,0,Eucalyptus camaldulensis::3358. Eucalyptus camandulensis.5,test,data/test/Eucalyptus_camandulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(136).png
IC4SD_EUC_000290,Eucalyptus_cladocalyx/3282/indoor/A002 - 20240321_221334.png,raw/Eucalyptus_cladocalyx/3282/indoor/A002 - 20240321_221334.png,Eucalyptus cladocalyx,1,Eucalyptus cladocalyx::A002 - 20240321_221334,train,data/train/Eucalyptus_cladocalyx/3282/indoor/A002 - 20240321_221334.png
IC4SD_EUC_000293,Eucalyptus_cladocalyx/3282/indoor/A005 - 20240321_221337.png,raw/Eucalyptus_cladocalyx/3282/indoor/A005 - 20240321_221337.png,Eucalyptus cladocalyx,1,Eucalyptus cladocalyx::A005 - 20240321_221337,train,data/train/Eucalyptus_cladocalyx/3282/indoor/A005 - 20240321_221337.png
IC4SD_EUC_000294,Eucalyptus_cladocalyx/3282/indoor/A008 - 20240321_221340.png,raw/Eucalyptus_cladocalyx/3282/indoor/A008 - 20240321_221340.png,Eucalyptus cladocalyx,1,Eucalyptus cladocalyx::A008 - 20240321_221340,test,data/test/Eucalyptus_cladocalyx/3282/indoor/A008 - 20240321_221340.png
